Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5
Gastroenteritis, vomiting, dehydration, diarrhoea,,
Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, family_history, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, mucoid_sputum
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, fatigue, cough, high_fever, breathlessness, family_history
Bronchial Asthma, cough, high_fever, breathlessness, family_history, mucoid_sputum
Bronchial Asthma, fatigue, high_fever, breathlessness, family_history, mucoid_sputum
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, dizziness, lack_of_concentration,
Hypertension , headache, chest_pain, dizziness, loss_of_balance,
Hypertension , headache, chest_pain, dizziness, loss_of_balance, lack_of_concentration
Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, excessive_hunger, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, stiff_neck
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Migraine, acidity, indigestion, headache, blurred_and_distorted_vision, excessive_hunger
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness, loss_of_balance
Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,
Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice, vomiting, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, fatigue, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, weight_loss, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, high_fever, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, yellowish_skin
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Jaundice,itching, vomiting, fatigue, weight_loss, high_fever
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, vomiting, high_fever, sweating, headache, nausea
Malaria, chills, high_fever, sweating, headache, nausea
Malaria, chills, vomiting, sweating, headache, nausea
Malaria, chills, vomiting, high_fever, headache, nausea
Malaria, chills, vomiting, high_fever, sweating, nausea
Malaria, chills, vomiting, high_fever, sweating, headache
Malaria, chills, vomiting, high_fever, sweating, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox, skin_rash, fatigue, lethargy, high_fever, headache
Chicken pox,itching, fatigue, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, lethargy, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, high_fever, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, headache
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Chicken pox,itching, skin_rash, fatigue, lethargy, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Dengue, chills, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, joint_pain, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, vomiting, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, fatigue, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, high_fever
Dengue, skin_rash, chills, joint_pain, vomiting, fatigue
Typhoid, chills, vomiting, fatigue, high_fever, nausea
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, vomiting, fatigue, high_fever, headache
Typhoid, chills, fatigue, high_fever, headache, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, vomiting, yellowish_skin, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, yellowish_skin, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, dark_urine, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, nausea, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, loss_of_appetite
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis B, fatigue, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis B,itching, lethargy, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis B,itching, fatigue, yellowish_skin, dark_urine, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, dark_urine, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, loss_of_appetite
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis B,itching, fatigue, lethargy, yellowish_skin, dark_urine
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis C, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis C, fatigue, nausea, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis C, fatigue, yellowish_skin, loss_of_appetite, yellowing_of_eyes, family_history
Hepatitis C, fatigue, yellowish_skin, nausea, yellowing_of_eyes, family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, family_history
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite, yellowing_of_eyes
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis D, vomiting, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis D, joint_pain, fatigue, yellowish_skin, dark_urine, nausea
Hepatitis D, joint_pain, vomiting, yellowish_skin, dark_urine, nausea
Hepatitis D, joint_pain, vomiting, fatigue, dark_urine, nausea
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, nausea
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Hepatitis E, vomiting, fatigue, high_fever, yellowish_skin, dark_urine
Hepatitis E, joint_pain, fatigue, high_fever, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, high_fever, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, yellowish_skin, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, dark_urine
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Hepatitis E, joint_pain, vomiting, fatigue, high_fever, yellowish_skin
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, abdominal_pain, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, swelling_of_stomach, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, distention_of_abdomen, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, history_of_alcohol_consumption
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach, distention_of_abdomen
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Tuberculosis, vomiting, fatigue, weight_loss, cough, high_fever
Tuberculosis, chills, fatigue, weight_loss, cough, high_fever
Tuberculosis, chills, vomiting, weight_loss, cough, high_fever
Tuberculosis, chills, vomiting, fatigue, cough, high_fever
Tuberculosis, chills, vomiting, fatigue, weight_loss, high_fever
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Tuberculosis, chills, vomiting, fatigue, weight_loss, cough
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Common Cold, chills, fatigue, cough, high_fever, headache
Common Cold, continuous_sneezing, fatigue, cough, high_fever, headache
Common Cold, continuous_sneezing, chills, cough, high_fever, headache
Common Cold, continuous_sneezing, chills, fatigue, high_fever, headache
Common Cold, continuous_sneezing, chills, fatigue, cough, headache
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Common Cold, continuous_sneezing, chills, fatigue, cough, high_fever
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Pneumonia, fatigue, cough, high_fever, breathlessness, sweating
Pneumonia, chills, cough, high_fever, breathlessness, sweating
Pneumonia, chills, fatigue, high_fever, breathlessness, sweating
Pneumonia, chills, fatigue, cough, breathlessness, sweating
Pneumonia, chills, fatigue, cough, high_fever, sweating
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Pneumonia, chills, fatigue, cough, high_fever, breathlessness
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus,
Dimorphic hemmorhoids(piles), constipation, pain_in_anal_region, bloody_stool, irritation_in_anus,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, bloody_stool, irritation_in_anus,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, irritation_in_anus,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool,
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Heart attack, breathlessness, sweating, chest_pain,,
Heart attack, vomiting, sweating, chest_pain,,
Heart attack, vomiting, breathlessness, chest_pain,,
Heart attack, vomiting, breathlessness, sweating,,
Heart attack, vomiting, breathlessness, sweating, chest_pain,
Heart attack, breathlessness, sweating, chest_pain,,
Heart attack, vomiting, sweating, chest_pain,,
Heart attack, vomiting, breathlessness, chest_pain,,
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Varicose veins, cramps, bruising, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, bruising, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, cramps, obesity, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, cramps, bruising, swollen_legs, swollen_blood_vessels
Varicose veins, fatigue, cramps, bruising, obesity, swollen_blood_vessels
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
Varicose veins, fatigue, cramps, bruising, obesity, swollen_legs
